Name,Symbol,ISIN,WKN,Exchange,UsSymbol
Terna S.p.A.,UEI,IT0003242622,A0B5N8,XFRA,
TERNIENERGIA S.P.A.,TI5,IT0004359037,A0Q68R,XFRA,
Ternium S.A. Sp. ADRs,T5Z,US8808901081,A0ESPU,XFRA,TX
Terrace Energy Corp.,2TR,CA88103M1023,A1JCG2,XFRA,
Terracom Ltd.,2GF,AU000000TER9,A144CW,XFRA,
Terramin Australia Ltd.,T2A,AU000000TZN3,A0ERPC,XFRA,
TERRANET HOLDING AB B,TE5,SE0009806045,A2DS5J,XFRA,
TERRASCEND CORP.,TED,CA88105E1088,A2DSES,XFRA,
TERRITORIAL BANCORP INC.,9TB,US88145X1081,A0X9Y8,XFRA,TBNK
"TERTIARY MINERALS LS-,01",TMU,GB0008854563,794368,XFRA,
Terumo Corp.,TUO,JP3546800008,867003,XFRA,
TERVEYSTALO OYJ,4TS,FI4000252127,A2H5F4,XFRA,
TERVITA CORP.,30WA,CA88159E1034,A2NB3X,XFRA,
"TESCO PLC ADR/1 LS-,05",TCO2,US8815754010,A2QQP1,XFRA,TSCDY
"TESCO PLC LS-,0633333",TCO0,GB00BLGZ9862,A2QQMK,XETR,
TESEC CORP.,TEW,JP3545160008,926992,XFRA,
Tesla Inc.,TL0,US88160R1014,A1CX3T,XETR,TSLA
TESMEC S.P.A.,2GV,IT0004585243,A1C1G1,XFRA,
TESORO MINERALS CORP.,NXPT,CA88160V1022,A1W4QV,XFRA,
"TESSCO TECHN. INC. DL-,01",TT5,US8723861071,891973,XFRA,TESS
TESSENDERLO CHEMIE,TEZ,BE0003555639,852064,XFRA,
"TETHYS OIL AB SK 0,02085",TZB5,SE0014399424,A2P405,XFRA,
TETHYS PETROLEUM LTD,TP21,KYG876361257,A2PAZ7,XFRA,
TETRA BIO-PHARMA INC.,JAM1,CA88166Y1007,A2ASQ8,XFRA,
TETRA TECH,TT6,US88162G1031,902888,XFRA,TTEK
"TETRA TECHS DL-,01",TGI,US88162F1057,880267,XFRA,TTI
Teuton Resources Corp.,TFE1,CA88162H2000,A14PE2,XFRA,
TEVA Pharmaceutical Industries Ltd. (ADR),TEV,US8816242098,883035,XFRA,TEVA
"TEXAS CAP.BANCSHS DL-,01",TCA,US88224Q1076,121221,XFRA,TCBI
Texas Instruments Inc.,TII,US8825081040,852654,XETR,TXN
"TEXAS PAC.LD CORP. DL-,01",9WY,US88262P1021,A2QL4H,XFRA,TPL
"TEXAS ROADHOUSE DL-,001",ROW,US8826811098,A0DKNQ,XFRA,TXRH
TEXHONG TEXTILE GRP HD-10,T1TA,KYG876551170,A1W681,XFRA,
TEXTAINER GROUP HLDGS LTD,3T7,BMG8766E1093,A0M49J,XFRA,
Textron Inc.,TXT,US8832031012,852659,XFRA,TXT
TEXWINCA HOLDINGS,TXW,BMG8770Z1068,902853,XFRA,
"TFF GROUP S.A. INH.EO-,40",5L1,FR0013295789,A2JSL8,XFRA,
"TFF PHARMAC.INC. DL-,001",0K3,US87241J1043,A2PQ7K,XFRA,TFFP
TFI INTERNATIONAL INC.,9TF,CA87241L1094,A2DJ2Q,XFRA,
TFS FINANCIAL,PWT,US87240R1077,A0MQV6,XFRA,TFSL
"TG THERAPEUTICS DL -,001",NKB2,US88322Q1085,A1JXW7,XFRA,TGTX
TGS ESPORTS INC.,5RH,CA87250P1080,A2QCCT,XFRA,
TGS Nopec Geophysical Co. ASA,TGC,NO0003078800,919493,XFRA,
THAI AIR.ITL -FGN- BA 10,THAF,TH0245010010,883941,XFRA,
THAI AIR.ITL -NVDR- BA 10,NVPE,TH0245010R19,675525,XFRA,
Thai Beverage PCL,T6W,TH0902010014,A0J2LZ,XFRA,
THAI OIL -NVDR- BA 10,LQZ1,TH0796010R11,A0DJ1G,XFRA,
THAI OIL PCL -FGN- BA 10,LQZ,TH0796010013,A0DJ1F,XFRA,
THAI UN. GRP PR. -FGN-,THYG,TH0450010Y16,A140S1,XFRA,
"THAI UN.GRP -NVDR-BA 0,25",NVAP,TH0450010R15,676054,XFRA,
THAI VEGET.OIL-NVDR- BA 1,TVTB,TH0209010R15,A0RACT,XFRA,
THAKRAL CORP. LTD,THK1,SG1AJ2000005,A14ST0,XFRA,
"THALASSA HLDG.NEW DL-,01",TH2P,VGG878801114,A2QGCH,XFRA,
Thales S.A.,CSF,FR0000121329,850842,XFRA,
THANACHART CAP.-FGN-BA 10,NFPH,TH0083B10Z10,A2N5QR,XFRA,
THANACHART CAP.-NVDR-BA10,NVAK,TH0083010R14,676049,XFRA,
"THARISA NON LIST. DL-,001",7YZ,CY0103562118,A1113K,XFRA,
THC BIOMED INTL,TFHD,CA87243W1032,A14RM7,XFRA,
The Bank of Nova Scotia,BKN,CA0641491075,850388,XFRA,
THE BK N.T.BUTTERF.+S.NEW,4IK,BMG0772R2087,A2ARZ5,XFRA,
THE FLOWR CORP.,2VX,CA34354X1087,A2PBSH,XFRA,
The GEO Group REIT,GEG,US36162J1060,A11662,XFRA,GEO
THE GREEN ORG.DUTCH.HLDGS,O1GA,CA3932102088,A2JLEE,XFRA,
"THE GYM GROUP LS -,01",4GY,GB00BZBX0P70,A143NH,XFRA,
"THE HACKETT GROUP DL-,001",AWT,US4046091090,A0NAKZ,XFRA,HCKT
The Naga Group AG,N4G,DE000A161NR7,A161NR,XETR,
"THE ODP CORP. DL-,01",ODP1,US88337F1057,A2P739,XETR,ODP
THE REJECT SHOP LTD,RFD,AU000000TRS9,A0Q67S,XFRA,
The Royal Bank of Scotland Group PLC,RYS1,GB00B7T77214,A1JXTD,XETR,
THE SOCIAL CHAIN AG NA ON,PU11,DE000A1YC996,A1YC99,XETR,
THE SUPREME CANNABIS,53S1,CA86860J1066,A2JSG6,XFRA,
"THE TRA.DESK A DL-,000001",TT8,US88339J1051,A2ARCV,XETR,TTD
The Travelers Companies Inc.,PA9,US89417E1091,A0MLX4,XETR,TRV
THE VALENS CO.,7LV,CA91914P1080,A2P7VC,XFRA,
THE VERY GOOD FOOD CO.INC,0SI,CA88340B1094,A2P7NJ,XFRA,
The Walt Disney Company,WDP,US2546871060,855686,XETR,DIS
"THE9 LTD.ADR/30 DL-,01",FZKA,US88337K3023,A2QFTR,XFRA,NCTY
"THEME INTL HLDGS HD-,0025",TM4C,BMG8800F1876,A0YJNY,XFRA,
"THERADIAG SA EO 1,01",4W6,FR0004197747,A1J9WY,XFRA,
THERALASE TECHNOLOGIE.INC,TTX,CA88337V1004,A0DLB7,XFRA,
"THERANEXUS EO -,25",3VG,FR0013286259,A2H6LX,XFRA,
"THERAPEUTICSMD INC.DL-,10",29T,US88338N1072,A1W1WN,XFRA,TXMD
THERATECHNOLOGIES INC.,TQ8,CA88338H1001,915439,XFRA,
THERAVANCE BIOPHARMA,0TB,KYG8807B1068,A1137V,XFRA,
THERMA BRIGHT INC.,JNX,CA8834261080,A2JDME,XFRA,
THERMADOR GRPE INH.EO 4,T8DA,FR0013333432,A2JLWC,XFRA,
Thermal Energy Intl Inc.,EUW,CA88346B1031,694641,XFRA,
Thermo Fisher Scientific Inc.,TN8,US8835561023,857209,XETR,TMO
"THERMOGENESIS DL-,001",THRP,US88362L1008,A2PUSP,XFRA,THMO
"THERMON GRO.HLDGS DL-,001",8TG,US88362T1034,A1H99U,XFRA,THR
"THES. WATER S.+S. EO 1,12",T9W,GRS428003008,691519,XFRA,
"THEWORKS.CO.UK PLC LS-,01",6EU,GB00BF5HBF20,A2JQ4Y,XFRA,
"THG PLC LS-,005",HG0,GB00BMTV7393,A2QCFV,XFRA,
"THIN FILM ELECTRO.NK 0,11",B7X,NO0010299068,A0H1DM,XFRA,
THINKSMART LTD,FAT1,AU000XINEAE8,A2DJEB,XFRA,
THK Co. Ltd.,1TK,JP3539250005,887915,XFRA,
"THOMSON MEDICA.GR.SD-,025",3H5,SG1M49904634,A0JK20,XFRA,
THOMSON REUTERS CORP.,TOCB,CA8849037095,A2N94N,XFRA,
THOR INDUSTRIES,TIV,US8851601018,872478,XFRA,THO
"THOR MINING P.R. LS-,0001",T5MC,GB00BD0NBV71,A2DG8Q,XFRA,
"THOR MNG CUFS/1LS-,0001",T5MB,AU000000THR2,A0KFCX,XFRA,
THORESEN THAI -NVDR- BA 1,NYVU,TH0535010R13,812877,XFRA,
THORNEY OPPORTUNIT.,WWU,AU000000TOP2,A1W9VZ,XFRA,
THORNEY TECHS LTD,TTG,AU000000TEK4,A2DJLH,XFRA,
THOUGHTFUL BRANDS INC.,1WZ1,CA8854721005,A2QBJJ,XFRA,
THREED CAPITAL INC.,B5K3,CA88581L3039,A2P3ZG,XFRA,
THROMBOGENICS,TG4,BE0003846632,A0J30B,XFRA,
THULE GROUP AB (PUBL),TU0,SE0006422390,A12FTD,XFRA,
"THUNDER MOUNTAIN DL-,05",TZG,US8860431084,633529,XFRA,THM
THUNDERBIRD ENTER.GRP,32GA,CA88605U1075,A2N8Q7,XFRA,
THUNDERFUL GROUP SK,8JH,SE0015195888,A2QJ4Z,XFRA,
Thurgauer Kantonalbank (PS),TK2A,CH0231351104,A110VU,XFRA,
thyssenkrupp AG,TKA,DE0007500001,750000,XETR,
THYSSENKRUPP SPONS.ADR 1,TKA1,US88629Q2075,A14RS4,XFRA,TKAMY
"TI FLUID SYSTEMS LS-,01",TI1,GB00BYQB9V88,A2DLTK,XFRA,
TIAN GE INT.HLDGS DL-0001,04T,KYG887641085,A1164V,XFRA,
"TIANDE CHEMIC.HLDG.HD-,01",TC7,KYG887551060,A0LG3P,XFRA,
TIANGONG INTERNATIONAL,34T1,KYG888311134,A1JBA1,XFRA,
TIANJIN CAP. H YC 1,TIA,CNE1000004G9,A0M4Y8,XFRA,
TIANJIN DEV. HLDGS,TJN,HK0882007260,911150,XFRA,
TIANJIN JIN.PUB.U.H YC-10,TL6,CNE1000001C4,A0M4WE,XFRA,
TIANJIN PORT DEV.HDG.,T9P,KYG886801060,A0JMZY,XFRA,
TIANLI HLDGS GRP CO.,4EY,KYG8884H1092,A2APN3,XFRA,
TIANNENG POWER INTL.,TPQ,KYG8655K1094,A0MS64,XFRA,
TIANYUN INTL. HLDG. LTD,5Q3,VGG8880B1067,A14069,XFRA,
TICK TRADING SOFTW.INH.ON,TBX,DE000A0LA304,A0LA30,XFRA,
TIDEW. MIDS.+INFRASTR.LTD,TL5,CA8864531097,A2AH5W,XFRA,
"TIDEWATER INC. DL-,10",TD9,US88642R1095,A2DVJZ,XFRA,TDW
"TIE KINETIX N.V. EO 0,01",TJH7,NL0010389508,A1KCMJ,XFRA,
TIETO,TTEB,FI0009000277,870798,XFRA,
Tiger Brands Ltd,UG5A,ZAE000071080,A0F69Z,XFRA,
TIKEHAU CAP. S.C.A. EO 12,7TI,FR0013230612,A2DMZM,XFRA,
TIKKURILA,7TO,FI4000008719,A1CSR6,XFRA,
Tilly's Inc. Class A,4TL,US8868851028,A1JXJK,XFRA,TLYS
"TILRAY INC. CL.2 DL-,0001",2HQ,US88688T1007,A2JQSC,XETR,TLRY
TILT HOLDINGS INC.,0T01,CA88688R1047,A2PAMB,XFRA,
TIM S.A. ZY 1,7G2,PLTIM0000016,913171,XFRA,
TIMAH,TIH1,ID1000111800,A0Q7SR,XFRA,
TIMBER PHARMACEUT. INC.,BPC2,US8870801094,A2P4ZX,XFRA,TMBR
TIMBERCREEK FINL,58O,CA88709B1040,A2ANBL,XFRA,
"TIME FINANCE LS -,0006818",B5D1,GB00BCDBXK43,A1W16J,XFRA,
TIME WATCH INVESTMENTS,0TW,KYG8879M1050,A1KBVK,XFRA,
TIMELESS SOFTWARE,TLW,HK8028008944,931025,XFRA,
"TIMES PPTY HLDGS HD -,10",T2H,KYG8904A1004,A1W96J,XFRA,
Timken Co.,TKH,US8873891043,852676,XFRA,TKR
TIMKENSTEEL CORP.,ZS2,US8873991033,A116LK,XFRA,TMST
TINC COMM. VA,5TI,BE0974282148,A14S3R,XFRA,
TINEXTA S.P.A.,7T4,IT0005037210,A119H6,XFRA,
Tingyi (Cayman Islands) Holdin,TYG,KYG8878S1030,899106,XFRA,
Tinka Resources Ltd.,TLD,CA8875221001,A0B884,XFRA,
TINKERINE STUDIOS,WB6B,CA8875391044,A1119Y,XFRA,
TINLEY BEVERAGE,T27,CA8875441047,A142P6,XFRA,
TINYBUILD REGSCAT3 DL-001,8Z3,USU8884H1033,A2QP6H,XFRA,
TIPCO ASPH. -NVDR- BA 1,NVP5,TH0219010R14,766158,XFRA,
TIPCO ASPHALT -FGN- BA 1,TPY1,TH0219010Z14,A14R7X,XFRA,
"TIRUPATI GRAPHITE LS-,025",0WL,GB00BFYMWJ95,A2QK6L,XFRA,
TISCALI SPA,TIQ1,IT0004513666,A0YAY2,XFRA,
TISCO FINL GR.-FGN- BA 10,47T,TH0999010Z11,A0RFEA,XFRA,
TISCO FINL GRP -NVDR-BA10,47TA,TH0999010R11,A0RK9W,XFRA,
Tiscon AG,TIS,DE0007458804,745880,XFRA,
TISDALES RESOURCES CORP.,T1KC,CA88825L2003,A2QESE,XFRA,
TITAN CEMENT INTL. S.A.,TCJ,BE0974338700,A2PBLU,XFRA,
"TITAN INTL INC. DL-,01",TZ4,US88830M1027,886485,XFRA,TWI
"TITAN MACHINERY DL-,00001",3TY,US88830R1014,A0M8F2,XFRA,TITN
TITAN MEDICAL INC.,QTNA,CA88830X8199,A2JN66,XFRA,
TITAN MINERALS,M8J,AU000000TTM8,A2DU33,XFRA,
TITAN MINING CORP.,3T0,CA88831L1031,A2H5QN,XFRA,
"TITAN PHARM.(DEL) DL-,001",TN7,US8883146065,A2QJPT,XFRA,TTNP
Titanium Corp. Inc.,TMD,CA88833T1049,798569,XFRA,
TITOMIC LTD,T04,AU000000TTT3,A2DW9L,XFRA,
"TIVITY HEALTH DL-,001",AFN,US88870R1023,A2DKCM,XFRA,TVTY
"TIZIANA LI.ADR /2 LS-,03",RTRA,US88875G1013,A2PTNF,XFRA,TLSA
"TIZIANA LIFE SCIEN.LS-,03",RTRB,GB00BKWNZY55,A1105W,XFRA,
TJX Companies Inc.,TJX,US8725401090,854854,XETR,TJX
"TKH GROUP NV CVA EO -,25",TWSA,NL0000852523,A0MQWT,XFRA,
TLG IMMOBILIEN AG,TLG,DE000A12B8Z4,A12B8Z,XETR,
TLOU ENERGY LTD,55L,AU000000TOU2,A1KDF8,XFRA,
"TMB BANK PCL -FGN- BA-,95",TMLF,TH0068010Z15,A1C08A,XFRA,
"TMB BANK PCL-NVDR BA 0,95",NVPJ,TH0068010R15,675530,XFRA,
tmc Content Group AG CHF 1,ERO1,CH0016458363,121527,XETR,
TMM Real Estate Development PLC,TR61,US87260H1041,A0MRNP,XFRA,
TMX GROUP,9TX,CA87262K1057,A1J4GR,XFRA,
TNG Ltd.,HJI,AU000000TNG3,A0B60K,XFRA,
TNR GOLD CORP.,TNW,CA87262G1046,A1JAZT,XFRA,
TOBII AB,24T,SE0002591420,A111E5,XFRA,
TOBISHIMA CORP.,TBM,JP3629800008,860214,XFRA,
Tobu Railway Co. Ltd.,T41,JP3597800006,860384,XFRA,
TOC,T3O,JP3538400007,868489,XFRA,
TOCVAN VENTURES C,TV3,CA88900N1050,A2PE64,XFRA,
TOD'S GRP,TOB,IT0003007728,588738,XFRA,
TOEI,TOE,JP3560000006,858738,XFRA,
TOHO CO. LTD.,TZ7,JP3553200001,901949,XFRA,
Toho Co. Ltd. (9602),TOH,JP3598600009,868112,XFRA,
TOHO GAS CO. LTD,59W,JP3600200004,871585,XFRA,
TOHO HOLDINGS,TON,JP3602600003,891597,XFRA,
TOHO TITANIUM,40A,JP3601800000,857914,XFRA,
TOHO ZINC,T62,JP3599000001,862871,XFRA,
TOHOKU EL. PWR CO.,TKT,JP3605400005,860809,XFRA,
TOKAI CARBON,7TC,JP3560800009,862859,XFRA,
TOKAI TOKYO FINL HLDG.INC,TO91,JP3577600004,890429,XFRA,
TOKIO MARINE HOLDINGS INC,MH6,JP3910660004,542064,XFRA,
TOKMANNI GROUP CORP,TK9,FI4000197934,A2AH6M,XFRA,
Tokuyama Corp.,TBT,JP3625000009,860381,XFRA,
TOKYO CENTURY CORP.,59O,JP3424950008,914766,XFRA,
TOKYO DOME,T97,JP3587600002,864535,XFRA,
Tokyo Electric Power Co. Inc.,TPO,JP3585800000,854307,XFRA,
Tokyo Electron Ltd.,TKY,JP3571400005,865510,XFRA,
Tokyo Gas Co. Ltd.,TOG,JP3573000001,855664,XFRA,
TOKYO STEEL MFG,TOK,JP3579800008,864643,XFRA,
Tokyo Tatemono Co. Ltd.,T6R,JP3582600007,850796,XFRA,
TOKYU CONSTRUCTION,TCW,JP3567410000,914434,XFRA,
Tokyu Corp.,01T,JP3574200006,864105,XFRA,
TOKYU FUDOSAN HOLDINGS,T8F,JP3569200003,A1W44J,XFRA,
TOLERANZIA AB,0EH,SE0007438577,A143C1,XFRA,
Toll Brothers Inc.,TLK,US8894781033,871450,XFRA,TLK
Tom.Com,TQC,KYG891101035,935147,XFRA,
TOMAGOLD CORP. A,OTM,CA8897331010,A1JXD6,XFRA,
TOMBADOR IRON LTD.,6QZ,AU0000107211,A2QD17,XFRA,
TOMCO ENERGY POST CON.,NI41,IM00BZBXMN96,A2DR6R,XFRA,
Tomra Systems ASA,TMR,NO0005668905,872535,XFRA,
TOMTOM N.V.ADRS 1/2 EO-20,OEMB,US8901382098,A2PLQ3,XFRA,TMOAY
"TOMTOM NV NAM. EO-,20",OEMA,NL0013332471,A2PK2B,XFRA,
TONG REN TANG TECHS NEW H,TNG,CNE100000585,A0M4ZY,XFRA,
TONGAAT-HULETT,LXU,ZAE000096541,A0MWMG,XFRA,
"TONGCHENG-ELONG DL-,0005",TEM,KYG8918W1069,A2N9FG,XFRA,
"TONGDA GROUP HLDGS HD-,01",TJC,KYG8917X1218,787139,XFRA,
"TONGDAO LIEP.GR. DL-,0001",6WT,KYG8919T1022,A2QAR4,XFRA,
"TONGGUAN GOLD GRP HD 0,1",INU1,BMG2119G1197,A2JLAS,XFRA,
"TONIX PHARMA. DL-,001",TPMR,US8902607063,A2PUSY,XFRA,TNXP
Tonkens Agrar AG,GTK,DE000A1EMHE0,A1EMHE,XETR,
"TOOTSIE ROLL DL-,69044",TZ3,US8905161076,865003,XFRA,TR
"TOP GLOVE CORP. BHD 0,5",5OU,US8905341009,A14YZK,XFRA,TGLVY
"TOP SHIPS DL-,01",UERX,MHY8897Y1804,A2QA45,XFRA,
TOPAZ ENERGY CORP,5XU,CA89055A2039,A2QF3T,XFRA,
"TOPBUILD CORP. DL -,01",28T,US89055F1030,A14UY4,XFRA,BLD
TOPDANMARK,TQ71,DK0060477503,A1JYUM,XFRA,
Toppan Printing Co. Ltd.,TPX,JP3629000005,857049,XFRA,
"TOPPS TILES PLC LS-,03333",929,GB00B18P5K83,A0KDRM,XFRA,
TORAY INDUSTRIES ADR/2,6HK,US8908802064,A0MVY7,XFRA,TRYIY
Toray Industries Inc.,TOR1,JP3621000003,853974,XFRA,
"TORCHL.ENERGY RES.DL-,001",1TO,US89102U1034,A1XBPN,XFRA,TRCH
TOREX GOLD RES INC.,73GN,CA8910546032,A2AMAJ,XFRA,
"TORM PLC A DK-,01",1T4,GB00BZ3CNK81,A2AGBV,XFRA,
"TORNOS HOLD. AG NA SF4,5",TNSN,CH0011607683,632630,XFRA,
TORO,TO2,US8910921084,861568,XETR,TTC
Toro Energy Ltd.,T4W,AU000000TOE6,A0JC8C,XFRA,
TOROMONT INDUSTRIES,14T,CA8911021050,914305,XFRA,
"Toronto-Dominion Bank, The",TDB,CA8911605092,852684,XFRA,
TORRENT CAPITAL LTD.,0MLA,CA89141P1071,A2DLLD,XFRA,
Toshiba Corp.,TSE1,JP3592200004,853676,XFRA,
TOSHIBA CORP.ADR 2/1,TSE,US8914933069,A1H75V,XFRA,TOSYY
TOSHIBA MACHINE,TOA,JP3592600005,858646,XFRA,
TOSHIBA TEC,TECA,JP3594000006,857990,XFRA,
Tosoh Corp.,TOS,JP3595200001,859557,XFRA,
TOTAL BANGUN PER. RP100,T9Q,ID1000104003,A0LA4E,XFRA,
TOTAL ENERGY SERVS INC.,5O7,CA89154B1022,A0X8WB,XFRA,
Total Gabon S.A.,RZW,GA0000121459,852437,XFRA,
Total S.A.,TOTB,FR0000120271,850727,XETR,
Total S.A. ADRs Spons.ADRs,TOTA,US89151E1091,882930,XFRA,TOT
"TOTALLY PLC LS -,10",UKXA,GB00BYM1JJ00,A14Y63,XFRA,
Toto Ltd.,TO4,JP3596200000,857955,XFRA,
TOUAX INH. EO 8,TOX,FR0000033003,873839,XFRA,
TOUCHSTONE EXPLOR.,PNW1,CA89156L1085,A114C7,XFRA,
"TOUGHBUILT IND. DL-,0001",36QA,US89157G5045,A2P26X,XFRA,TBLT
Tourmaline Oil Corp.,08T,CA89156V1067,A1C8W0,XFRA,
TOW CO. LTD,TO6,JP3538450002,502504,XFRA,
TOWA CORP.,TWA,JP3555700008,905280,XFRA,
TOWER BERSAMA INFRASTRUC.,6TB,ID1000116908,A1C7YZ,XFRA,
TOWER ONE WIRELESS NEW,1P3N,CA89186Q1019,A2DKQ4,XFRA,
TOWER RES LTD,T7Y1,CA89185T1066,A1JK46,XFRA,
"TOWER RESOURCES LS-,00001",ULF1,GB00BZ6D6J81,A2AGHV,XFRA,
Tower Semiconductor Ltd.,TOW,IL0010823792,893169,XFRA,
TOWN HEALTH INTL M.GR.NEW,TNHA,BMG8979V1046,A114NG,XFRA,
"TOWNEBANK DL 2,5",3T8,US89214P1093,A0CA4B,XFRA,TOWN
TOWNGAS CHINA,PGJ,KYG8972T1067,A0MVK9,XFRA,
"TOWNSQUARE MEDIA A DL-,01",2T8,US8922311019,A1175U,XFRA,TSQ
"TOYA S.A. ZY -,10",6PJ,PLTOYA000011,A1JKWG,XFRA,
TOYO ENGINEERG-6330-,6AE,JP3607800004,866217,XFRA,
TOYO INK SC HOLDINGS,TO5,JP3606600009,859140,XFRA,
TOYO KANETSU,TQ2,JP3554400006,851440,XFRA,
TOYO LOGISTICS,TQY,JP3615400003,883918,XFRA,
TOYO SEIKAN GROUP HOLDINGS,TQN,JP3613400005,860369,XFRA,
TOYO TANSO,T9T,JP3616000000,A0JJXP,XFRA,
TOYO TIRE & RUB.,TYR,JP3610600003,857636,XFRA,
TOYOBO,TO7,JP3619800000,860856,XFRA,
Toyoda Gosei Co. Ltd.,11T,JP3634200004,880236,XFRA,
Toyota Boshoku Corp.,TY7,JP3635400009,883944,XFRA,
Toyota Industries Corp.,TAH,JP3634600005,863567,XFRA,
Toyota Motor Corp.,TOM,JP3633400001,853510,XFRA,
Toyota Motor Corp. Spons.ADRs,TOMA,US8923313071,888452,XFRA,TM
Toyota Tsusho Corp.,9TO,JP3635000007,866920,XFRA,
"TP GROUP PLC LS -,01",CVQ,GB0030591514,912854,XFRA,
"TP ICAP GROUP PLC LS -,25",8D7,JE00BMDZN391,A2QMAV,XFRA,
"TPI COMPOSITES INC. ,-01",GX6,US87266J1043,A2AMFQ,XFRA,TPIC
TPI POLENE -NVDR- BA 1,NVP6,TH0212010R19,789320,XFRA,
TRACESAFE INC.,1UZ,VGG8998A1075,A2P7FM,XFRA,
TRACKER VENTURES CORP.,B2I,CA89238C1005,A2PUDJ,XFRA,
TRACKX HOLDINGS INC.,3TH,CA89237Y1034,A2AKVK,XFRA,
"TRACON PHARMACEUT.DL-,001",T051,US89237H2094,A2PU7C,XFRA,TCON
Tractor Supply Co.,TR4,US8923561067,889826,XETR,TSCO
"TRADEDOUBLER AB SK -,40",T1D,SE0001552357,A0HHJU,XFRA,
Tradegate AG Wertpapierhandelsbank,T2G,DE0005216907,521690,XFRA,
"TRADEWEB MARKETS -,00001",4T0,US8926721064,A2PGG8,XFRA,TW
"TRAFALGA PPTY GR.LS-,001",8Q5,GB00BMGS6031,A2QJSA,XFRA,
TRAILBREAKER RESOURCES,KCG,CA89279P1018,A2QQ2Z,XFRA,
"TRAINERS HOUSE OYJ EO-,10",IV9A,FI4000390885,A2PNFC,XFRA,
"TRAINLINE PLC LS 0,01",2T9A,GB00BKDTK925,A2PMMM,XFRA,
TRANE TECHNOLOG. PLC DL 1,2IS,IE00BK9ZQ967,A2P09K,XFRA,
TRANS COSMOS,TSQ,JP3635700002,885021,XFRA,
"TRANS-SIBERIAN G.LS-,10",UJ1,GB0033756866,A0BKMA,XFRA,
TransAlta Corp.,TZ1,CA89346D1078,885412,XFRA,
TRANSALTA RENEWABLES INC.,0TA,CA8934631091,A1W3NJ,XFRA,
TRANSAT A.T. VAR. VTG,1TJ,CA89351T4019,A143YU,XFRA,
TRANSATLANTIC MINING CORP,TMSA,CA89355R2037,A2DQ73,XFRA,
Transcanna Holdings Inc,TH8,CA89356V1040,A2PA4W,XFRA,
"TRANSCAT INC. DL-,50",TR8,US8935291075,923106,XFRA,TRNS
TRANSCONTINENTAL A SV,53L,CA8935781044,264396,XFRA,
TRANSCONTL RLTY INV.DL-01,TI9,US8936172092,880309,XFRA,TCI
TRANSDIGM GROUP,T7D,US8936411003,A0JEP3,XFRA,TDG
TRANSGENE S.A.,TGNA,FR0005175080,913048,XFRA,
Transglobe Energy Corp.,TRP,CA8936621066,865742,XFRA,
Transocean Inc.,TOJ,CH0048265513,A0REAY,XFRA,
TRANSP.DE GAS B ADRREGS/5,T2K1,US8938702045,890708,XFRA,TGS
TRANSPORT INTL.HDG.,KWO,BMG9031M1082,A0H09X,XFRA,
TRANSTEMA GROUP AB O.N.,9G8,SE0006758587,A2DMQG,XFRA,
TransUnion,1TU,US89400J1079,A14TUX,XETR,TRU
Transurban Group,TU9,AU000000TCL6,917177,XFRA,
Traton SE,8TRA,DE000TRAT0N7,TRAT0N,XETR,
Traumhaus AG,TRU,DE000A2NB7S2,A2NB7S,XETR,
"TRAVEL + LEISURE DL-,01",WD5A,US8941641024,A2QPTW,XFRA,TNL
Travel24.com AG,TVD6,DE000A0L1NQ8,A0L1NQ,XFRA,
TRAVELCENTERS AMERICA INC,T8A1,US89421B1098,A2PPUL,XFRA,TA
Travelsky Technology Ltd.,TVL,CNE1000004J3,A0M4ZA,XFRA,
"TRAVELZOO INC. DL-,01",TXM1,US89421Q2057,A1W8DE,XFRA,TZOO
"TRAVERE THERAP. DL -,0001",17R,US89422G1076,A2QHYP,XFRA,TVTX
TRAVIS PERKINS,LFP,GB0007739609,893509,XFRA,
TREASURE ASA NK 1,T1A,NO0010763550,A2AHND,XFRA,
TREASURY METALS INC.,TRC1,CA8946478259,A2QA47,XFRA,
TREASURY WINE ESTATES,T7W,AU000000TWE9,A1H8S1,XFRA,
"TREATT PLC LS-,02",5TT,GB00BKS7YK08,A112AM,XFRA,
"TRECORA RES DL-,10",A34,US8946481046,A116QC,XFRA,TREC
TREDEGAR CORP.,T70,US8946501009,877428,XFRA,TG
TREE OF KNOWLEDGE INTL.,0RV,CA89467L1022,A2JR4M,XFRA,
TREEHOUSE FOODS,T4H,US89469A1043,A0ER18,XFRA,THS
"TREK 2000 INTL LTD SD-,05",TZ2,SG1I59882965,938920,XFRA,
TRELLEBORG B,TLLB,SE0000114837,873098,XFRA,
TRENCH METALS CORP. A,33H2,CA89485U1003,A2QJAG,XFRA,
Trend Micro Inc.,TMI,JP3637300009,915793,XFRA,
Trevali Mining Corp.,4TI,CA89531J1093,A1H9CE,XFRA,
"TREVENA INC. DL-,001",6T4,US89532E1091,A1XDSL,XFRA,TRVN
TREVI-FIN. INDUSTR.,TV92,IT0005422768,A2QEVF,XFRA,
"TREX CO. INC. DL-,01",TRR,US89531P1057,938716,XFRA,TREX
TRI ORIGIN EXPLORATION,RZX0,CA89557L3011,A2QA6Z,XFRA,
"TRI POINTE GRP INC.DL-,01",T86,US87265H1095,A1H9GR,XFRA,TPH
